,going_out,gender,age,country,100 Grand Bar,Anonymous brown globs that come in black and orange wrappers	(a.k.a. Mary Janes),Any full-sized candy bar,Black Jacks,Bottle Caps,Box'o'Raisins,Broken glow stick,Butterfinger,Cadbury Creme Eggs,Candy Corn,Candy that is clearly just the stuff given out for free at restaurants,Caramellos,"Cash, or other forms of legal tender",Chardonnay,Chick-o-Sticks (we don’t know what that is),Chiclets,Coffee Crisp,Creepy Religious comics/Chick Tracts,Dental paraphenalia,Dots,Dove Bars,Fuzzy Peaches,Generic Brand Acetaminophen,Glow sticks,Goo Goo Clusters,Good N' Plenty,Gum from baseball cards,Gummy Bears straight up,Hard Candy,Healthy Fruit,Heath Bar,Hershey's Dark Chocolate,Hershey’s Milk Chocolate,Hershey's Kisses,Hugs (actual physical hugs),Jolly Rancher (bad flavor),Jolly Ranchers (good flavor),Junior Mints,Senior Mints,Kale smoothie,Kinder Happy Hippo,Kit Kat,LaffyTaffy,LemonHeads,Licorice (not black),Licorice (yes black),Lindt Truffle,Lollipops,Mars,Mike and Ike,Milk Duds,Milky Way,Regular M&Ms,Peanut M&M’s,Blue M&M's,Red M&M's,Green Party M&M's,Independent M&M's,Abstained from M&M'ing.,Minibags of chips,Mint Kisses,Mint Juleps,Mr. Goodbar,Necco Wafers,Nerds,Nestle Crunch,Now'n'Laters,Peeps,Pencils,Pixy Stix,Real Housewives of Orange County Season 9 Blue-Ray,Reese’s Peanut Butter Cups,Reese's Pieces,Rolos,Sandwich-sized bags filled with BooBerry Crunch,Skittles,Smarties (American),Smarties (Commonwealth),Snickers,Sourpatch Kids (i.e. abominations of nature),Spotted Dick,Starburst,Sweet Tarts,Swedish Fish,Take 5,Tic Tacs,Those odd marshmallow circus peanut things,Three Musketeers,Tolberone something or other,Trail Mix,Twix,"Vials of pure high fructose corn syrup, for main-lining into your vein",Vicodin,Whatchamacallit Bars,White Bread,Whole Wheat anything,York Peppermint Patties,dress,day
1314,No,Male,30,USA,MEH,DESPAIR,JOY,MEH,DESPAIR,MEH,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,JOY,MEH,MEH,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,JOY,JOY,JOY,MEH,JOY,MEH,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,DESPAIR,MEH,JOY,Blue and black,Friday
1315,No,Female,25,Japan,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,White and gold,Friday
1316,No,Male,45,Unknown,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,DESPAIR,JOY,MEH,JOY,DESPAIR,MEH,MEH,JOY,DESPAIR,MEH,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,DESPAIR,JOY,MEH,JOY,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,White and gold,Friday
1317,No,Male,56,USA,JOY,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,MEH,DESPAIR,JOY,MEH,MEH,MEH,JOY,MEH,JOY,DESPAIR,JOY,MEH,MEH,JOY,JOY,MEH,JOY,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,MEH,MEH,MEH,JOY,JOY,MEH,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,DESPAIR,JOY,White and gold,Sunday
1318,No,Male,13,USA,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,MEH,MEH,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,MEH,JOY,MEH,JOY,MEH,JOY,MEH,JOY,JOY,JOY,MEH,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,MEH,MEH,JOY,MEH,JOY,JOY,MEH,DESPAIR,JOY,JOY,MEH,JOY,JOY,MEH,MEH,DESPAIR,MEH,JOY,Blue and black,Friday
1319,No,Male,51,Canada,JOY,DESPAIR,JOY,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,MEH,MEH,JOY,MEH,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,MEH,MEH,MEH,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,MEH,JOY,MEH,MEH,MEH,MEH,MEH,MEH,JOY,MEH,MEH,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,MEH,MEH,JOY,MEH,MEH,MEH,JOY,MEH,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,White and gold,Sunday
1320,No,Male,30,USA,MEH,DESPAIR,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,MEH,JOY,JOY,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,MEH,JOY,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,JOY,MEH,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,White and gold,Sunday
1321,No,Male,55,United Kindom,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,White and gold,Friday
1322,No,Male,50,USA,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,MEH,MEH,JOY,DESPAIR,MEH,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,MEH,MEH,JOY,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,MEH,MEH,JOY,DESPAIR,MEH,MEH,MEH,MEH,JOY,MEH,DESPAIR,MEH,JOY,DESPAIR,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,White and gold,Friday
1323,No,Male,50,USA,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,MEH,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,White and gold,Friday
1324,Yes,Male,44,USA,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,White and gold,Sunday
1325,No,Male,47,United Kindom,MEH,MEH,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,White and gold,Friday
1326,No,Male,49,United Kindom,JOY,DESPAIR,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,MEH,JOY,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,MEH,DESPAIR,JOY,DESPAIR,JOY,MEH,MEH,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,MEH,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,JOY,MEH,JOY,DESPAIR,JOY,MEH,MEH,JOY,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,White and gold,Sunday
1327,No,Male,55,USA,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,MEH,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,Blue and black,Sunday
1328,No,Male,50,USA,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,MEH,MEH,JOY,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,JOY,JOY,JOY,MEH,MEH,MEH,JOY,MEH,DESPAIR,MEH,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,DESPAIR,MEH,MEH,JOY,JOY,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,DESPAIR,MEH,JOY,MEH,MEH,MEH,MEH,JOY,MEH,MEH,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,White and gold,Friday
1329,No,Male,28,USA,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,White and gold,Friday
1330,No,Male,42,USA,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,MEH,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,MEH,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,JOY,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,MEH,DESPAIR,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,Blue and black,Friday
1331,Yes,Female,40,United Kindom,MEH,MEH,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,MEH,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,MEH,MEH,MEH,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,MEH,MEH,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,MEH,MEH,JOY,MEH,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,Blue and black,Friday
1332,No,Male,38,United Kindom,MEH,DESPAIR,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,MEH,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,JOY,MEH,MEH,MEH,MEH,MEH,JOY,MEH,JOY,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,White and gold,Friday
1333,No,Male,31,United Kindom,DESPAIR,MEH,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,MEH,MEH,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,MEH,MEH,MEH,MEH,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,White and gold,Sunday
1334,No,Male,52,USA,MEH,DESPAIR,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,JOY,JOY,MEH,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,JOY,JOY,MEH,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,MEH,JOY,JOY,JOY,JOY,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,MEH,MEH,MEH,MEH,JOY,MEH,MEH,MEH,MEH,MEH,JOY,DESPAIR,MEH,JOY,JOY,MEH,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,Blue and black,Friday
1335,No,Male,29,United Kindom,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,White and gold,Friday
1336,No,Female,33,United Kindom,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,White and gold,Friday
1337,No,Male,45,United Kindom,MEH,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,MEH,MEH,MEH,MEH,JOY,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,MEH,DESPAIR,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,White and gold,Friday
1338,No,I'd rather not say,40,USA,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,MEH,JOY,JOY,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,Blue and black,Friday
